baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ALDH2	213.373161588003	2.84946923350382	0.188730841307865	15.0980582386938	1.66772623063712e-51	2.37194348540734e-49
ALDH3A2	932.164837076724	-0.519934745388444	0.0909334114116706	-5.71775255449962	1.07942173502625e-08	1.35223888168737e-07
ALDH6A1	351.589866283406	0.930486037224178	0.120628355754206	7.71365929185133	1.22260590985928e-14	2.95080258688664e-13
ALDOA	8368.25451032562	-0.649879941806123	0.0480334201985209	-13.5297453131629	1.04384658070415e-41	1.15115400920054e-39
ALDOC	823.888003071009	-0.789742789816743	0.25191319838667	-3.13497980603835	0.0017186594206173	0.00892731482526736
ALG10	688.543377719156	0.277266809855189	0.0909783105815434	3.04761440482757	0.00230665703441086	0.011565877835803
ALG13	1035.48793630336	0.413818740299743	0.0801004443012219	5.16624775192951	2.38840161221946e-07	2.51920842211765e-06
ALG2	888.236444472699	0.398535633078401	0.0807735598086854	4.93398624528056	8.05681160694176e-07	7.84259057046169e-06
ALG5	421.525892586866	0.311118136932273	0.124053738466918	2.50793035967425	0.0121440598584341	0.048848111570449
ALG9	1366.29404082562	0.376728773557927	0.0704948737551455	5.34405912785154	9.08878988014249e-08	1.01670199155489e-06
ALKBH5	4580.95433560826	0.48249272597549	0.0545304045911783	8.84814131845898	8.89889220315823e-19	3.15787322231083e-17
ALKBH6	264.834120972799	0.359244350479897	0.137815730169915	2.60670062870892	0.00914192497683256	0.0382373361062733
ALKBH8	1071.26626020779	0.537068578863725	0.0760939727831469	7.05796476672688	1.68958882745831e-12	3.2592332166272e-11
ALLC	183.421412015333	-0.788299093370504	0.172892415298598	-4.55947759194095	5.12810281226821e-06	4.4277603684535e-05
ALOX5	1611.5721653586	-0.804498323902908	0.0669993158720399	-12.0075602777706	3.24270858701627e-33	2.5543278784011e-31
ALOX5AP	1218.85765268774	1.00581439304981	0.0803479432147655	12.518234478776	5.93404314107887e-36	5.14968620385975e-34
ALPK1	421.588378631222	0.81652483825713	0.111183536758518	7.34393654008827	2.07401489586334e-13	4.41942734141724e-12
ALPK2	54.3352379443619	8.01798540055892	1.2110940053886	6.62044842504709	3.58110846382548e-11	5.98929110835132e-10
ALS2	1035.38668889453	0.569054115853792	0.0800888791537173	7.10528255441791	1.20076621239649e-12	2.37116594041337e-11
ALYREF	3831.85033817378	-0.361294629125445	0.0619407300462076	-5.83290879613335	5.44693447150556e-09	7.0964586838688e-08
AMACR	168.612882987247	0.605974804082846	0.183350550347505	3.30500673673648	0.000949741171163199	0.00526196835919929
AMBRA1	1621.50480243675	0.196408649874325	0.0673056839773129	2.91815844172283	0.00352105388100499	0.0167794298828746
AMD1	4898.46644014816	-0.875123423192756	0.0571700643336723	-15.3073716706896	6.82673948842981e-53	1.01948820835339e-50
AMDHD1	20.7831496717119	1.25445364607377	0.491760242514941	2.55094563899328	0.0107431081030984	0.0439397167092492
AMDHD2	521.78671722951	0.288197482280728	0.106304945233054	2.71104492504002	0.00670715381353221	0.0293195633407498
AMFR	3240.36570766504	0.299191303718948	0.0580684625833616	5.1523889286622	2.57188947611137e-07	2.69924130932087e-06
AMIGO1	61.2904969471723	1.5708972109823	0.296135265087868	5.3046610660037	1.12882535462921e-07	1.2441029992394e-06
AMMECR1	2152.92256794089	0.549730703173065	0.0614303938892034	8.94883897642862	3.59240752490903e-19	1.30849063110025e-17
AMN1	374.826752724896	-0.391485069574796	0.119642395281345	-3.27212664586161	0.00106741749825005	0.0058354653073185
AMPD2	1407.72879543505	-0.196302212834931	0.0688758041101053	-2.85008959780885	0.00437069149738526	0.0202940735791923
AMPD3	517.986326521947	-0.32496036867181	0.115244887912198	-2.81973781708554	0.00480629016187416	0.0220538017784831
AMY2B	126.420539989077	0.862762863181686	0.222244437565127	3.88204480001377	0.000103581788208508	0.000704454434759231
AMZ1	137.172556219993	0.888488496133742	0.200341737753071	4.43486467721888	9.21301415348131e-06	7.59962348158627e-05
AMZ2	2536.77505012342	-0.218184765332782	0.0594538817137219	-3.66981530967767	0.000242725774626337	0.00153805032340659
ANAPC10	1013.60280720938	-0.242595785395277	0.079891773808095	-3.03655525258467	0.00239298246918268	0.0119476756761103
